Дата,Курс,Отклонение от медианы,Отклонение от среднего
2023-08-04,93.7792,62.3866,50.51387419829843
2023-08-03,92.841,61.44839999999999,49.57567419829842
2023-08-02,91.7755,60.38289999999999,48.51017419829842
2023-08-01,91.5923,60.19969999999999,48.32697419829842
2023-07-29,90.9783,59.5857,47.71297419829843
2023-07-28,90.0225,58.62989999999999,46.75717419829842
2023-07-27,90.0468,58.6542,46.78147419829843
2023-07-26,90.0945,58.701899999999995,46.829174198298425
2023-07-25,90.489,59.0964,47.22367419829843
2023-07-22,90.3846,58.992000000000004,47.119274198298434
2023-07-21,90.8545,59.4619,47.58917419829843
2023-07-20,91.2046,59.812,47.93927419829843
2023-07-19,90.6906,59.298,47.42527419829843
2023-07-18,90.4217,59.0291,47.15637419829843
2023-07-15,90.119,58.7264,46.85367419829843
2023-07-14,90.1757,58.783100000000005,46.910374198298435
2023-07-13,90.6253,59.232699999999994,47.359974198298424
2023-07-12,90.5045,59.11189999999999,47.23917419829842
2023-07-11,91.4931,60.1005,48.22777419829843
